pair,lb_pvalue_lag10,lb_pvalue_lag20,acf1,acf2,acf3,acf4,acf5,n_obs
EOG_FANG,6.949071800414972e-06,3.711363518003977e-05,0.027407174009073734,0.013981805700189975,-0.06734154603300274,-0.09256545723034888,0.03144490765113499,2297
FCX_GOLD,0.05464323993517044,0.26035291067227023,-0.012737491967318127,0.029033303861101218,0.051937745378522006,-0.002499624112543,0.030144277610982154,2297
V_MA,0.003864309210685935,0.003860255973305369,-0.057672340274894755,-0.04256245206208108,0.0009220071309641189,0.012851738305051328,0.06566302123844807,2297
