pair,mr_fraction,median_half_life_roll,median_adf_p_roll
EOG_FANG,0.2939895470383275,17.15123041931934,0.16447137178748591
V_MA,0.18205574912891986,15.085141640576948,0.19454124722922808
FCX_GOLD,0.1210801393728223,26.104709472161588,0.3143997942811177
